Car_Company,Car_Model,Car_Variant,Registered_Month,Car_Resale_Price(Lakh),Car_Engine_Capacity(CC),Car_Kilometer_Driven(kms),Car_Max_Power(bhp),Car_Mileage(kmpl),Car_Model_Year,insurance,transmission_type,owner_type,fuel_type,seats,body_type,city
Maruti,Brezza,Zxi,Jun,12.18,1462.0,9.0,101.0,19.0,2022,Comprehensive,Manual,First Owner,Petrol,5.0,SUV,Delhi
Honda,WR-V,i-VTEC,Jun,7.41,1199.0,71.0,88.0,17.0,2019,Third Party,Manual,First Owner,Petrol,5.0,SUV,Delhi
Nissan,Terrano,XE,,5.0,1461.0,60.0,83.0,20.0,2014,Third Party insurance,Manual,Second Owner,Diesel,5.0,SUV,Delhi
Fiat,Grande,Punto,,,1172.0,70.0,67.0,15.0,2009,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Gurgaon
Maruti,Swift,VXI,,5.4,1197.0,40.0,81.0,21.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Toyota,Innova,Crysta,,13.7,2393.0,1.0,147.0,13.0,2018,Third Party insurance,Manual,First Owner,Diesel,7.0,MUV,Delhi
Mahindra,XUV500,W6,,4.5,2179.0,60.0,140.0,15.0,2014,Third Party insurance,Manual,Second Owner,Diesel,7.0,SUV,Delhi
Hyundai,i20,1.2,,2.7,1197.0,70.0,80.0,17.0,2011,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Verna,SX,Jun,13.18,1493.0,62.0,113.0,21.0,2021,Third Party,Automatic,First Owner,Diesel,5.0,Sedan,Delhi
Maruti,Baleno,1.2,Jun,6.48,1197.0,24.0,83.0,21.0,2018,Third Party,Automatic,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Verna,1.6,Jun,5.36,1591.0,27.0,121.0,15.0,2014,Third Party,Automatic,First Owner,Petrol,5.0,Sedan,Delhi
Hyundai,i20,Sportz,Jun,5.77,1197.0,34.0,81.0,18.0,2017,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,Brio,VX,Jun,4.2,1198.0,64.0,86.0,16.0,2015,Third Party,Automatic,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Alto,K10,Jun,1.61,998.0,44.0,67.0,20.0,2012,Third Party,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Wagon,R,Jun,1.83,998.0,59.0,67.0,18.0,2011,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,i20,1.2,Jun,2.44,1197.0,72.0,80.0,17.0,2011,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Ertiga,VDI,,11.0,1248.0,60.0,88.0,25.0,2019,Third Party insurance,Manual,First Owner,Diesel,7.0,MUV,Delhi
Hyundai,Santro,Xing,,1.25,1086.0,10.0,62.0,11.0,2010,Third Party insurance,Manual,Fourth Owner,CNG,5.0,Hatchback,Delhi
Hyundai,Grand,i10,,4.15,1197.0,40.0,81.0,18.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Wagon,R,,3.0,998.0,70.0,67.0,18.0,2011,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,i10,Era,,1.43,1086.0,60.0,68.0,19.0,2010,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Honda,City,S,,4.5,1497.0,40.0,116.0,16.0,2012,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Alto,800,Jun,4.52,796.0,31.0,47.0,22.0,2021,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,i20,Asta,Jun,4.91,1197.0,1.0,81.0,18.0,2015,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Ignis,1.2,Feb,4.87,1197.0,29.0,81.0,20.0,2017,Third Party,Automatic,Second Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Ignis,Sigma,Jun,5.29,1197.0,12.0,81.0,20.0,2021,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,WR-V,i-VTEC,Jul,7.67,1199.0,61.0,88.0,17.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Delhi
Honda,City,i,Jun,5.48,1497.0,43.0,117.0,17.0,2015,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Hyundai,Venue,SX,Jun,10.65,998.0,12.0,118.0,,2022,Third Party,Manual,First Owner,Petrol,5.0,SUV,Delhi
Volkswagen,Polo,GT,Jun,7.21,1197.0,47.0,103.0,17.0,2018,Third Party,Automatic,First Owner,Petrol,5.0,Hatchback,Delhi
Jeep,Compass,1.4,Oct,17.47,1368.0,39.0,160.0,16.0,2020,Comprehensive,Automatic,First Owner,Petrol,5.0,SUV,Delhi
Maruti,Baleno,1.3,Jun,6.16,1248.0,89.0,74.0,27.0,2018,Comprehensive,Manual,Second Owner,Diesel,5.0,Hatchback,Delhi
Honda,Amaze,EX,Jun,3.04,1198.0,96.0,86.0,18.0,2014,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Hyundai,Grand,i10,,7.5,1197.0,10.0,81.0,20.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Swift,Dzire,,9.3,1197.0,30.0,88.0,22.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Wagon,R,,2.5,998.0,1.0,58.0,26.0,2016,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Delhi
Maruti,Baleno,Zeta,,7.9,1197.0,20.0,81.0,19.0,2021,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Xcent,1.2,,3.5,1197.0,30.0,81.0,19.0,2015,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Swift,VDI,,5.0,1248.0,70.0,74.0,25.0,2017,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Delhi
Maruti,Wagon,R,Jun,2.9,998.0,73.0,67.0,20.0,2014,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Volkswagen,Vento,Petrol,Jun,2.59,1598.0,63.0,103.0,15.0,2011,Third Party,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Hyundai,Grand,i10,Jun,3.89,1197.0,48.0,82.0,18.0,2016,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Swift,Dzire,Jul,3.22,1248.0,72.0,74.0,26.0,2015,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Delhi
Tata,Altroz,XZ,Sept,6.59,1199.0,23.0,86.0,19.0,2020,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Alto,LXi,Apr,1.57,796.0,48.0,46.0,19.0,2011,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,Amaze,S,Sept,4.47,1199.0,49.0,88.0,19.0,2017,Comprehensive,Manual,Second Owner,Petrol,5.0,Sedan,Delhi
Honda,Amaze,VX,Feb,4.29,1198.0,77.0,86.0,18.0,2015,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Hyundai,Xcent,1.2,,3.5,1197.0,30.0,82.0,19.0,2015,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Chevrolet,Cruze,LT,,2.0,1991.0,1.0,147.0,18.0,2010,Third Party insurance,Manual,Third Owner,Diesel,5.0,Sedan,Delhi
Toyota,Innova,2.5,,7.5,2494.0,1.0,100.0,12.0,2014,Third Party insurance,Manual,First Owner,Diesel,8.0,MUV,Delhi
Maruti,SX4,Zxi,,1.3,1586.0,40.0,104.0,15.0,2008,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Mahindra,Thar,DI,,4.75,2523.0,70.0,63.0,18.0,2015,Third Party insurance,Manual,Second Owner,Diesel,7.0,SUV,Delhi
Honda,City,ZX,,14.25,1498.0,40.0,119.0,18.0,2021,Third Party insurance,Automatic,First Owner,Petrol,5.0,Sedan,Delhi
Honda,City,1.5,,2.7,1497.0,70.0,118.0,17.0,2010,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Hyundai,Verna,1.6,,4.0,1582.0,1.0,126.0,22.0,2014,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Delhi
Maruti,Alto,800,Mar,3.38,796.0,64.0,47.0,22.0,2019,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Renault,Triber,RXT,Apr,7.31,999.0,6.0,71.0,20.0,2022,Third Party,Manual,First Owner,Petrol,7.0,MUV,Delhi
Hyundai,Santro,Xing,Oct,1.75,1086.0,33.0,62.0,17.0,2011,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Verna,1.6,Dec,3.33,1591.0,55.0,121.0,17.0,2011,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Honda,Brio,S,Jun,3.56,1198.0,28.0,86.0,19.0,2015,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Swift,LXI,Jun,2.0,1197.0,40.0,88.0,22.0,2010,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,i10,Magna,Nov,3.11,1086.0,31.0,68.0,19.0,2014,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Tata,Tigor,1.2,Nov,4.29,1199.0,28.0,84.0,20.0,2017,Third Party,Manual,Second Owner,Petrol,5.0,Sedan,Delhi
Tata,Harrier,XZ,May,12.05,1956.0,91.0,138.0,17.0,2019,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Delhi
Tata,Altroz,XZ,Sept,8.97,1199.0,12.0,108.0,18.0,2021,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Ciaz,AT,Mar,6.46,1373.0,84.0,91.0,19.0,2016,Third Party insurance,Automatic,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Celerio,VXI,May,2.87,998.0,76.0,65.0,25.0,2016,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Swift,Dzire,,4.9,1248.0,20.0,74.0,19.0,2019,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Delhi
Hyundai,i20,Asta,,5.5,1396.0,60.0,88.0,22.0,2016,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Delhi
Tata,Tigor,XZ,,8.8,1199.0,10.0,72.0,26.0,2022,Third Party insurance,Manual,First Owner,CNG,5.0,Sedan,Delhi
Maruti,Swift,Dzire,,4.4,1248.0,80.0,74.0,26.0,2016,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Delhi
Hyundai,Grand,i10,,4.0,1197.0,20.0,81.0,18.0,2018,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Mahindra,XUV500,W6,,4.2,2179.0,1.0,140.0,15.0,2013,Third Party insurance,Manual,Second Owner,Diesel,7.0,SUV,Delhi
Maruti,Wagon,R,,2.65,998.0,60.0,67.0,20.0,2013,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Gurgaon
Maruti,Wagon,R,,2.65,998.0,60.0,67.0,20.0,2013,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Gurgaon
Honda,City,i,Aug,7.18,1497.0,81.0,117.0,18.0,2016,Comprehensive,Automatic,Second Owner,Petrol,5.0,Sedan,Delhi
Hyundai,i10,Magna,Mar,1.49,1197.0,92.0,78.0,20.0,2011,Third Party insurance,Manual,Third Owner,Petrol,5.0,Hatchback,Delhi
Tata,Tiago,1.2,Oct,5.0,1199.0,21.0,84.0,23.0,2019,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,Jazz,1.2,Sept,4.44,1199.0,63.0,88.0,18.0,2016,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Tata,Harrier,XZA,Mar,18.09,1956.0,32.0,167.0,14.0,2021,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Delhi
Maruti,Alto,800,Apr,4.14,796.0,26.0,40.0,31.0,2021,Comprehensive,Manual,First Owner,CNG,4.0,Hatchback,Delhi
Renault,Triber,RXT,May,7.36,999.0,13.0,71.0,20.0,2022,Third Party,Manual,Second Owner,Petrol,7.0,MUV,Delhi
Volkswagen,Polo,Petrol,Jul,3.26,1198.0,1.0,73.0,16.0,2013,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Celerio,VXI,Jan,4.99,998.0,1.0,67.0,23.0,2019,Zero Dep,Automatic,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Alto,K10,Oct,3.23,998.0,58.0,65.0,24.0,2016,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,City,i,Apr,7.77,1497.0,56.0,117.0,17.0,2017,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Swift,1.3,,2.25,1298.0,1.0,88.0,16.0,2009,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Swift,VDI,,4.0,1248.0,50.0,74.0,25.0,2014,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Delhi
Jeep,Compass,2.0,,15.0,1956.0,90.0,170.0,17.0,2018,Third Party insurance,Manual,Second Owner,Diesel,5.0,SUV,Delhi
Hyundai,Creta,1.6,,9.0,1591.0,50.0,121.0,15.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Delhi
Maruti,Baleno,Delta,,5.2,1197.0,70.0,81.0,21.0,2020,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Ertiga,VDI,,4.7,1248.0,1.0,88.0,20.0,2014,Third Party insurance,Manual,Fourth Owner,Diesel,7.0,MUV,Delhi
Toyota,Corolla,Altis,,2.8,1794.0,1.0,132.0,12.0,2009,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Baleno,1.2,Dec,6.96,1197.0,40.0,83.0,21.0,2019,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Ciaz,ZXi,Jun,5.95,1373.0,61.0,91.0,20.0,2016,Comprehensive,Manual,Second Owner,Petrol,5.0,Sedan,Delhi
Honda,Amaze,S,Jun,4.13,1198.0,63.0,86.0,18.0,2015,Comprehensive,Manual,Second Owner,Petrol,5.0,Sedan,Delhi
Honda,Brio,S,Jun,2.66,1198.0,97.0,86.0,19.0,2013,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Grand,i10,Jun,3.52,1197.0,1.0,82.0,18.0,2015,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Zen,Estilo,Jun,1.45,998.0,35.0,67.0,19.0,2010,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,Amaze,S,Jun,3.71,1198.0,1.0,86.0,18.0,2015,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Ciaz,1.4,Jun,6.66,1373.0,72.0,91.0,20.0,2018,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Honda,Brio,S,Jun,3.21,1198.0,56.0,86.0,19.0,2015,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Swift,Dzire,Jun,5.73,1248.0,90.0,74.0,28.0,2017,Comprehensive,Manual,First Owner,Diesel,5.0,Sedan,Delhi
Renault,Duster,RXS,Jun,8.59,1498.0,15.0,105.0,13.0,2019,Comprehensive,Manual,First Owner,Petrol,5.0,SUV,Delhi
Hyundai,EON,Magna,Jun,2.9,814.0,23.0,55.0,21.0,2016,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Nissan,Kicks,1.5,,9.4,1498.0,10.0,104.0,14.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Delhi
Hyundai,Creta,1.6,,7.5,1591.0,60.0,121.0,13.0,2017,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Delhi
Skoda,Octavia,2.0,,7.0,1968.0,1.0,141.0,19.0,2016,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Delhi
Maruti,Swift,LXI,,3.0,1197.0,90.0,85.0,18.0,2013,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,City,i,,5.25,1498.0,70.0,98.0,25.0,2014,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Delhi
Hyundai,i20,1.2,Jun,2.37,1197.0,33.0,80.0,17.0,2011,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Volkswagen,Ameo,1.0,Jun,5.38,999.0,60.0,75.0,19.0,2018,Third Party,Manual,Second Owner,Petrol,5.0,Sedan,Delhi
Tata,Nexon,XE,Jun,7.64,1199.0,12.0,118.0,17.0,2020,Comprehensive,Manual,First Owner,Petrol,5.0,SUV,Delhi
Hyundai,Verna,VTVT,Jun,9.06,1591.0,37.0,121.0,17.0,2017,Third Party,Automatic,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Ciaz,1.4,Jun,6.42,1373.0,42.0,91.0,19.0,2017,Third Party,Automatic,Second Owner,Petrol,5.0,Sedan,Delhi
Maruti,Baleno,Delta,Jun,6.21,1197.0,60.0,81.0,21.0,2020,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,Jazz,V,Jun,6.59,1199.0,13.0,88.0,18.0,2019,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Alto,800,Jun,2.7,796.0,89.0,47.0,22.0,2016,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,i10,Sportz,Jun,1.45,1197.0,92.0,78.0,20.0,2010,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,i10,Magna,Jun,2.69,1086.0,54.0,68.0,19.0,2016,Third Party,Manual,Third Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Creta,1.6,Jun,9.94,1591.0,62.0,121.0,13.0,2017,Third Party,Automatic,Second Owner,Petrol,5.0,SUV,Delhi
Hyundai,i10,Magna,,1.69,1197.0,80.0,78.0,20.0,2009,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,i10,Era,,1.6,1086.0,90.0,68.0,19.0,2009,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Ciaz,Zeta,,8.0,1462.0,30.0,103.0,21.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Swift,VXI,,3.7,1197.0,40.0,85.0,18.0,2013,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Tata,Harrier,XZA,,19.5,1956.0,50.0,167.0,14.0,2021,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Delhi
Honda,City,i-VTEC,,9.0,1497.0,60.0,117.0,17.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Honda,Amaze,VX,Jun,6.69,1498.0,69.0,78.0,23.0,2019,Third Party,Automatic,Second Owner,Diesel,5.0,Sedan,Delhi
Skoda,Rapid,1.0,Jun,10.9,999.0,13.0,108.0,18.0,2021,Third Party,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Tata,Nexon,1.5,Jun,7.72,1497.0,26.0,108.0,21.0,2019,Third Party,Manual,First Owner,Diesel,5.0,SUV,Delhi
Maruti,Wagon,R,Jun,5.18,1197.0,25.0,81.0,20.0,2019,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,Brio,S,Jun,2.82,1198.0,25.0,86.0,19.0,2013,Third Party,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Tata,Tigor,1.2,Jun,4.1,1199.0,65.0,84.0,20.0,2017,Third Party,Manual,Second Owner,Petrol,5.0,Sedan,Delhi
Renault,Triber,RXZ,Jun,7.37,999.0,3.0,71.0,20.0,2022,Third Party,Manual,First Owner,Petrol,7.0,MUV,Delhi
Maruti,Baleno,1.2,Jun,5.04,1197.0,1.0,83.0,21.0,2016,Third Party,Automatic,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Aura,SX,,7.5,1197.0,20.0,81.0,20.0,2021,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Audi,A3,40,,16.0,1798.0,1.0,177.0,16.0,2016,Third Party insurance,Automatic,First Owner,Petrol,5.0,Sedan,Delhi
Audi,A3,40,,16.0,1798.0,1.0,177.0,16.0,2016,Third Party insurance,Automatic,First Owner,Petrol,5.0,Sedan,Delhi
Mahindra,XUV300,W6,,9.1,1197.0,40.0,108.0,16.0,2021,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Delhi
Toyota,Corolla,Altis,,3.0,1798.0,90.0,138.0,14.0,2009,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Gurgaon
Maruti,Ciaz,1.3,,5.0,1248.0,80.0,88.0,28.0,2017,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Gurgaon
Mahindra,Ssangyong,Rexton,,6.0,2696.0,1.0,162.0,12.0,2015,Third Party insurance,Manual,Third Owner,Diesel,7.0,SUV,Delhi
Land,Rover,Discovery,,21.0,2179.0,80.0,187.0,12.0,2015,Third Party insurance,Automatic,First Owner,Diesel,7.0,SUV,Delhi
Hyundai,i20,Magna,Jun,5.38,1197.0,29.0,81.0,18.0,2016,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Tata,Harrier,XZ,Jun,12.65,1956.0,51.0,138.0,17.0,2019,Third Party,Manual,First Owner,Diesel,5.0,SUV,Delhi
Renault,KWID,1.0,Jun,2.97,999.0,48.0,67.0,23.0,2017,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Celerio,VXI,Jun,4.83,998.0,9.0,65.0,25.0,2021,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Alto,K10,Jun,2.87,998.0,70.0,67.0,23.0,2015,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Ciaz,1.3,Jun,6.45,1248.0,98.0,88.0,28.0,2018,Third Party,Manual,First Owner,Diesel,5.0,Sedan,Delhi
Ford,Figo,1.5D,,4.15,1498.0,80.0,99.0,25.0,2017,Third Party insurance,Manual,Second Owner,Diesel,5.0,Hatchback,Delhi
Mahindra,Thar,LX,,17.0,1997.0,10.0,150.0,,2022,Third Party insurance,Automatic,First Owner,Petrol,4.0,SUV,Delhi
Jeep,Compass,1.4,,13.0,1368.0,30.0,160.0,16.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Delhi
Maruti,Baleno,Zeta,,7.6,1197.0,20.0,81.0,21.0,2021,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Tata,Indigo,GLS,,,1396.0,80.0,65.0,14.0,2008,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Ford,Figo,Diesel,,1.5,1399.0,1.0,68.0,20.0,2011,Third Party insurance,Manual,Third Owner,Diesel,5.0,Hatchback,Delhi
Maruti,Swift,AMT,Jun,6.53,1197.0,35.0,81.0,21.0,2019,Third Party,Automatic,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Santro,Sportz,Jun,5.54,1086.0,21.0,58.0,30.0,2019,Third Party,Manual,First Owner,CNG,5.0,Hatchback,Delhi
Tata,Altroz,XZ,Jun,7.82,1199.0,14.0,84.0,18.0,2021,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Alto,LXi,Jun,1.56,796.0,24.0,46.0,19.0,2010,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Tata,Nexon,XZ,Jun,10.96,1199.0,10.0,118.0,17.0,2022,Comprehensive,Manual,First Owner,Petrol,5.0,SUV,Delhi
Hyundai,Grand,i10,Jun,4.24,1197.0,33.0,82.0,18.0,2015,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,Brio,S,Mar,3.16,1198.0,99.0,86.0,19.0,2014,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Swift,VXI,Jun,5.61,1197.0,28.0,81.0,21.0,2019,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Toyota,Etios,Liva,Jun,3.04,1197.0,1.0,78.0,17.0,2013,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Ford,Ecosport,1.5,Nov,5.52,1499.0,77.0,110.0,15.0,2017,Comprehensive,Manual,First Owner,Petrol,5.0,SUV,Delhi
Maruti,SX4,VDI,,3.75,1248.0,80.0,88.0,21.0,2014,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Delhi
Mercedes-Benz,GLC,220d,,51.0,1950.0,50.0,194.0,,2020,Third Party insurance,Automatic,Second Owner,Diesel,5.0,SUV,Delhi
Hyundai,Verna,1.6,,3.5,1582.0,90.0,126.0,22.0,2012,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Delhi
Hyundai,Santro,Xing,,1.3,1086.0,70.0,,17.0,2009,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Delhi
Mahindra,XUV500,W6,,7.9,1997.0,70.0,140.0,16.0,2017,Third Party insurance,Manual,First Owner,Diesel,7.0,SUV,Delhi
Maruti,Baleno,Alpha,,6.9,1197.0,60.0,81.0,21.0,2020,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,i10,Sportz,Feb,1.72,1197.0,62.0,78.0,20.0,2011,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Alto,800,Aug,2.35,796.0,31.0,47.0,22.0,2015,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Wagon,R,Jul,2.59,998.0,41.0,67.0,18.0,2013,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Delhi
Honda,City,i,Nov,6.3,1497.0,62.0,117.0,18.0,2014,Comprehensive,Automatic,Second Owner,Petrol,5.0,Sedan,Delhi
Hyundai,Grand,i10,Apr,3.99,1197.0,54.0,81.0,18.0,2018,Comprehensive,Manual,Third Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Wagon,R,Nov,2.16,998.0,89.0,67.0,18.0,2012,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Santro,Sportz,Sept,5.15,1086.0,20.0,68.0,20.0,2019,Zero Dep,Automatic,First Owner,Petrol,5.0,Hatchback,Delhi
Honda,City,i,Oct,7.05,1497.0,47.0,117.0,17.0,2016,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Delhi
Maruti,Alto,800,Oct,1.89,796.0,36.0,47.0,22.0,2012,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,i20,1.2,May,2.48,1197.0,61.0,80.0,17.0,2010,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Baleno,1.2,Sept,5.54,1197.0,51.0,83.0,21.0,2017,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Maruti,Baleno,1.2,Aug,7.34,1197.0,25.0,83.0,21.0,2019,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
Hyundai,Grand,i10,,5.1,1197.0,30.0,81.0,18.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Delhi
